src,dst,channel,mean_rssi,pdr,tx_count,,,,,,,
47,2,24,-78.96,1,100,,,,,,,
47,26,24,-70.79,1,100,,,,,,,
47,13,24,-87.01,0.54,100,,,,,,,
47,22,24,-59.39,1,100,,,,,,,
47,30,24,-77.07,1,100,,,,,,,
47,1,24,-81.98,1,100,,,,,,,
47,5,24,-80.57,1,100,,,,,,,
47,19,24,-87.11,0.49,100,,,,,,,
47,15,24,-79.59,0.99,100,,,,,,,
48,18,24,-56.39,1,100,,,,,,,
48,11,24,-86.39,1,100,,,,,,,
48,12,24,-76.39,1,100,,,,,,,
48,17,24,-78.39,1,100,,,,,,,
48,28,24,-85.84,1,100,,,,,,,
48,35,24,-83.52,1,100,,,,,,,
48,20,24,-74.54,1,100,,,,,,,
48,0,24,-59.71,1,100,,,,,,,
49,43,24,-75.81,1,100,,,,,,,
49,37,24,-68.39,1,100,,,,,,,
49,13,24,-74.39,1,100,,,,,,,
49,12,24,-84.53,0.91,100,,,,,,,
49,33,24,-70.36,1,100,,,,,,,
49,28,24,-74.34,1,100,,,,,,,
0,12,25,-65.34,1,100,,,,,,,
0,28,25,-77.44,1,100,,,,,,,
0,48,25,-58.08,1,100,,,,,,,
0,42,25,-83.51,1,100,,,,,,,
0,20,25,-86.46,0.94,100,,,,,,,
0,35,25,-62.39,1,100,,,,,,,
0,18,25,-71.74,1,100,,,,,,,
1,47,25,-79.41,1,100,,,,,,,
1,46,25,-74.39,1,100,,,,,,,
1,21,25,-86.61,0.81,100,,,,,,,
1,30,25,-66.4,1,100,,,,,,,
1,26,25,-62.39,1,100,,,,,,,
1,22,25,-86.39,1,100,,,,,,,
2,47,25,-79.99,0.99,100,,,,,,,
2,3,25,-86.39,1,100,,,,,,,
2,24,25,-71.46,0.99,100,,,,,,,
2,32,25,-86.5,0.9,100,,,,,,,
2,15,25,-50.43,0.99,100,,,,,,,
2,21,25,-75.51,0.99,100,,,,,,,
2,27,25,-46.29,0.99,100,,,,,,,
3,9,25,-80.77,1,100,,,,,,,
3,32,25,-63.21,1,100,,,,,,,
3,2,25,-87.15,0.47,100,,,,,,,
3,27,25,-71.41,1,100,,,,,,,
3,4,25,-78.38,1,100,,,,,,,
3,24,25,-53.39,1,100,,,,,,,
4,32,25,-59.4,0.99,100,,,,,,,
4,9,25,-60.36,1,100,,,,,,,
4,24,25,-85.09,0.99,100,,,,,,,
4,3,25,-78.4,0.99,100,,,,,,,
4,23,25,-80.78,1,100,,,,,,,
5,41,25,-74.39,1,100,,,,,,,
5,31,25,-54.31,1,100,,,,,,,
5,46,25,-80.4,1,100,,,,,,,
5,34,25,-82.17,1,100,,,,,,,
5,6,25,-86.45,0.95,100,,,,,,,
5,44,25,-79.81,1,100,,,,,,,
5,47,25,-81.31,1,100,,,,,,,
5,26,25,-74.39,1,100,,,,,,,
5,40,25,-65.49,1,100,,,,,,,
5,45,25,-87.78,0.25,100,,,,,,,
5,16,25,-54.3,1,100,,,,,,,
5,19,25,-85.25,1,100,,,,,,,
5,30,25,-86.39,1,100,,,,,,,
6,47,25,-50.39,1,100,,,,,,,
6,13,25,-78.4,1,100,,,,,,,
6,33,25,-86.4,0.99,100,,,,,,,
6,14,25,-57.52,1,100,,,,,,,
6,26,25,-80.69,1,100,,,,,,,
6,22,25,-61.01,1,100,,,,,,,
6,21,25,-77.69,1,100,,,,,,,
6,43,25,-84.43,1,100,,,,,,,
6,5,25,-86.7,0.74,100,,,,,,,
6,46,25,-90.31,0.02,100,,,,,,,
7,17,25,-68.39,1,100,,,,,,,
7,11,25,-86.4,0.99,100,,,,,,,
7,20,25,-62.39,1,100,,,,,,,
7,48,25,-50.52,1,100,,,,,,,
7,18,25,-74.07,1,100,,,,,,,
7,44,25,-85.54,1,100,,,,,,,
7,0,25,-73.55,1,100,,,,,,,
7,40,25,-87.86,0.23,100,,,,,,,
7,35,25,-90.31,0.02,100,,,,,,,
8,38,25,-65.39,1,100,,,,,,,
8,29,25,-85.8,1,100,,,,,,,
9,23,25,-59.85,1,100,,,,,,,
9,24,25,-86.38,1,100,,,,,,,
9,3,25,-80.19,1,100,,,,,,,
9,32,25,-71.39,1,100,,,,,,,
9,4,25,-60.5,1,100,,,,,,,
10,29,25,-77.39,1,100,,,,,,,
10,36,25,-47.39,1,100,,,,,,,
10,8,25,-89.21,0.06,100,,,,,,,
10,39,25,-67.35,1,100,,,,,,,
10,25,25,-67.91,1,100,,,,,,,
11,41,25,-77.39,1,100,,,,,,,
11,44,25,-53.39,1,100,,,,,,,
11,17,25,-65.39,1,100,,,,,,,
11,45,25,-84.44,1,100,,,,,,,
11,20,25,-86.39,1,100,,,,,,,
11,40,25,-68.39,1,100,,,,,,,
11,48,25,-86.43,0.97,100,,,,,,,
12,48,25,-77.4,1,100,,,,,,,
12,0,25,-65.39,1,100,,,,,,,
12,42,25,-56.4,1,100,,,,,,,
12,37,25,-86.57,0.84,100,,,,,,,
12,35,25,-86.39,1,100,,,,,,,
12,18,25,-88.44,0.13,100,,,,,,,
12,49,25,-86.39,1,100,,,,,,,
12,28,25,-63.38,1,100,,,,,,,
13,43,25,-59.39,1,100,,,,,,,
13,21,25,-86.81,0.66,100,,,,,,,
13,14,25,-74.39,1,100,,,,,,,
13,49,25,-74.39,1,100,,,,,,,
13,6,25,-78.44,1,100,,,,,,,
13,33,25,-55.63,1,100,,,,,,,
14,22,25,-83.19,1,100,,,,,,,
14,6,25,-57.26,1,100,,,,,,,
14,47,25,-62.1,1,100,,,,,,,
14,13,25,-74.39,1,100,,,,,,,
14,43,25,-75.61,1,100,,,,,,,
14,21,25,-77.39,1,100,,,,,,,
14,33,25,-86.39,1,100,,,,,,,
15,22,25,-86.39,1,100,,,,,,,
15,21,25,-66.31,1,100,,,,,,,
15,2,25,-53.39,1,100,,,,,,,
15,24,25,-77.39,1,100,,,,,,,
15,47,25,-78.19,1,100,,,,,,,
15,27,25,-68.39,1,100,,,,,,,
15,3,25,-91,0.01,100,,,,,,,
16,34,25,-87.82,0.24,100,,,,,,,
16,46,25,-78.59,1,100,,,,,,,
16,19,25,-72.39,1,100,,,,,,,
16,31,25,-74.05,1,100,,,,,,,
16,26,25,-87.34,0.39,100,,,,,,,
16,5,25,-55.81,1,100,,,,,,,
16,40,25,-86.4,0.99,100,,,,,,,
17,48,25,-80.41,1,100,,,,,,,
17,20,25,-68.39,1,100,,,,,,,
17,11,25,-65.39,1,100,,,,,,,
17,40,25,-85.38,1,100,,,,,,,
17,44,25,-74.39,1,100,,,,,,,
17,41,25,-86.39,1,100,,,,,,,
17,45,25,-91,0.01,100,,,,,,,
18,35,25,-86.39,1,100,,,,,,,
18,48,25,-59.39,1,100,,,,,,,
18,12,25,-86.68,0.75,100,,,,,,,
18,0,25,-71.05,1,100,,,,,,,
19,5,25,-81.78,1,100,,,,,,,
19,16,25,-74.39,1,100,,,,,,,
19,22,25,-87.57,0.31,100,,,,,,,
19,44,25,-86.43,0.97,100,,,,,,,
19,47,25,-86.45,0.95,100,,,,,,,
19,46,25,-80.85,1,100,,,,,,,
19,26,25,-75.33,1,100,,,,,,,
19,1,25,-88.52,0.12,100,,,,,,,
19,30,25,-91,0.01,100,,,,,,,
20,0,25,-86.39,1,100,,,,,,,
20,40,25,-86.99,0.55,100,,,,,,,
20,11,25,-86.39,1,100,,,,,,,
20,17,25,-66.39,1,100,,,,,,,
20,48,25,-69.38,1,100,,,,,,,
21,2,25,-75.27,1,100,,,,,,,
21,47,25,-57.39,1,100,,,,,,,
21,27,25,-83.38,1,100,,,,,,,
21,14,25,-75.94,1,100,,,,,,,
21,15,25,-64.38,1,100,,,,,,,
21,26,25,-86.39,1,100,,,,,,,
21,1,25,-86.39,1,100,,,,,,,
21,22,25,-69.67,1,100,,,,,,,
21,13,25,-86.39,1,100,,,,,,,
21,6,25,-76.2,1,100,,,,,,,
21,24,25,-86.39,1,100,,,,,,,
21,5,25,-88.92,0.08,100,,,,,,,
22,26,25,-78.34,1,100,,,,,,,
22,15,25,-85.5,1,100,,,,,,,
22,21,25,-71.39,1,100,,,,,,,
22,47,25,-62.31,1,100,,,,,,,
22,6,25,-62.1,1,100,,,,,,,
22,30,25,-71.39,1,100,,,,,,,
22,14,25,-83.33,1,100,,,,,,,
22,31,25,-86.91,0.6,100,,,,,,,
22,46,25,-90.31,0.02,100,,,,,,,
23,9,25,-59.39,1,100,,,,,,,
23,4,25,-78.33,1,100,,,,,,,
23,32,25,-80.75,1,100,,,,,,,
24,2,25,-71.4,0.99,100,,,,,,,
24,3,25,-50.48,1,100,,,,,,,
24,9,25,-86.39,1,100,,,,,,,
24,32,25,-69.34,1,100,,,,,,,
24,27,25,-74.86,0.99,100,,,,,,,
24,15,25,-75.52,1,100,,,,,,,
24,4,25,-83.3,1,100,,,,,,,
24,21,25,-86.39,1,100,,,,,,,
25,39,25,-77.13,1,100,,,,,,,
25,29,25,-56.39,1,100,,,,,,,
25,10,25,-69.77,1,100,,,,,,,
25,36,25,-83.03,1,100,,,,,,,
26,30,25,-76.57,1,100,,,,,,,
26,19,25,-74.33,1,100,,,,,,,
26,6,25,-80.3,1,100,,,,,,,
26,22,25,-78.12,1,100,,,,,,,
26,1,25,-62.38,1,100,,,,,,,
26,16,25,-86.4,0.99,100,,,,,,,
26,46,25,-59.52,1,100,,,,,,,
26,47,25,-68.42,1,100,,,,,,,
26,31,25,-85.55,1,100,,,,,,,
26,21,25,-86.39,1,100,,,,,,,
26,5,25,-74.45,1,100,,,,,,,
26,40,25,-91,0.01,100,,,,,,,
27,32,25,-85.43,1,100,,,,,,,
27,3,25,-71.39,1,100,,,,,,,
27,24,25,-74.11,0.99,100,,,,,,,
27,2,25,-44.39,1,100,,,,,,,
27,21,25,-83.98,1,100,,,,,,,
27,15,25,-65.87,1,100,,,,,,,
28,42,25,-68.39,1,100,,,,,,,
28,35,25,-69.39,1,100,,,,,,,
28,18,25,-88.6,0.11,100,,,,,,,
28,0,25,-77.39,1,100,,,,,,,
28,48,25,-86.62,0.8,100,,,,,,,
28,12,25,-65.21,1,100,,,,,,,
28,37,25,-86.39,1,100,,,,,,,
28,33,25,-86.77,0.69,100,,,,,,,
28,49,25,-74.82,1,100,,,,,,,
29,8,25,-84.36,1,100,,,,,,,
29,36,25,-77.71,1,100,,,,,,,
29,10,25,-78.38,1,100,,,,,,,
29,25,25,-54.91,1,100,,,,,,,
29,39,25,-86.62,0.8,100,,,,,,,
30,46,25,-84.1,1,100,,,,,,,
30,22,25,-69.11,1,100,,,,,,,
30,47,25,-73.47,1,100,,,,,,,
30,5,25,-86.39,1,100,,,,,,,
30,26,25,-75.49,1,100,,,,,,,
30,1,25,-66.38,1,100,,,,,,,
30,6,25,-90.31,0.02,100,,,,,,,
31,26,25,-85.04,1,100,,,,,,,
31,22,25,-86.49,0.91,100,,,,,,,
31,45,25,-85.31,1,100,,,,,,,
31,16,25,-74.39,1,100,,,,,,,
31,34,25,-56.39,1,100,,,,,,,
31,5,25,-56.39,1,100,,,,,,,
31,40,25,-70.42,1,100,,,,,,,
31,44,25,-72.49,1,100,,,,,,,
31,47,25,-86.8,0.67,100,,,,,,,
31,41,25,-77.39,1,100,,,,,,,
31,11,25,-87.5,0.33,100,,,,,,,
31,46,25,-79.61,1,100,,,,,,,
32,27,25,-86.11,0.98,100,,,,,,,
32,9,25,-70.74,1,100,,,,,,,
32,3,25,-63.4,0.99,100,,,,,,,
32,24,25,-68.43,0.99,100,,,,,,,
32,23,25,-81.65,1,100,,,,,,,
32,4,25,-59.39,1,100,,,,,,,
32,2,25,-88,0.2,100,,,,,,,
33,14,25,-86.44,0.96,100,,,,,,,
33,37,25,-86.4,0.99,100,,,,,,,
33,43,25,-62.39,1,100,,,,,,,
33,13,25,-56.36,1,100,,,,,,,
33,6,25,-86.39,1,100,,,,,,,
33,49,25,-76.05,1,100,,,,,,,
33,28,25,-90.31,0.02,100,,,,,,,
34,31,25,-56.39,1,100,,,,,,,
34,16,25,-87.78,0.25,100,,,,,,,
34,44,25,-77.39,1,100,,,,,,,
34,41,25,-81.62,1,100,,,,,,,
34,5,25,-81.22,1,100,,,,,,,
34,40,25,-74.39,1,100,,,,,,,
35,0,25,-62.39,1,100,,,,,,,
35,12,25,-80.59,0.99,100,,,,,,,
35,28,25,-68.39,1,100,,,,,,,
35,48,25,-81.49,1,100,,,,,,,
35,42,25,-81.96,1,100,,,,,,,
35,18,25,-86.39,1,100,,,,,,,
36,10,25,-47.39,1,100,,,,,,,
36,25,25,-83.33,1,100,,,,,,,
36,39,25,-57.68,1,100,,,,,,,
36,29,25,-79.21,1,100,,,,,,,
36,45,25,-89.61,0.04,100,,,,,,,
37,12,25,-86.62,0.8,100,,,,,,,
37,33,25,-86.39,1,100,,,,,,,
37,28,25,-86.39,1,100,,,,,,,
37,49,25,-67.38,1,100,,,,,,,
38,8,25,-65.39,1,100,,,,,,,
39,10,25,-68.39,1,100,,,,,,,
39,29,25,-86.75,0.7,100,,,,,,,
39,36,25,-58.15,1,100,,,,,,,
39,25,25,-76.13,1,100,,,,,,,
40,11,25,-65.89,1,100,,,,,,,
40,41,25,-71.39,1,100,,,,,,,
40,17,25,-83.47,1,100,,,,,,,
40,16,25,-86.39,1,100,,,,,,,
40,5,25,-65.43,1,100,,,,,,,
40,34,25,-73.83,1,100,,,,,,,
40,45,25,-80.29,1,100,,,,,,,
40,31,25,-68.39,1,100,,,,,,,
40,44,25,-32.39,1,100,,,,,,,
40,20,25,-89.9,0.03,100,,,,,,,
40,19,25,-89.61,0.04,100,,,,,,,
41,5,25,-74.39,1,100,,,,,,,
41,34,25,-82.42,1,100,,,,,,,
41,45,25,-68.65,1,100,,,,,,,
41,44,25,-62.39,1,100,,,,,,,
41,40,25,-68.66,1,100,,,,,,,
41,11,25,-77.39,1,100,,,,,,,
41,17,25,-86.39,1,100,,,,,,,
41,31,25,-78.07,1,100,,,,,,,
42,28,25,-66.55,1,100,,,,,,,
42,12,25,-57.35,1,100,,,,,,,
42,0,25,-83.69,1,100,,,,,,,
42,35,25,-81.85,1,100,,,,,,,
43,14,25,-75.56,0.99,100,,,,,,,
43,33,25,-62.36,1,100,,,,,,,
43,6,25,-84.42,0.99,100,,,,,,,
43,13,25,-59.27,1,100,,,,,,,
43,47,25,-85.64,0.98,100,,,,,,,
43,49,25,-77.34,1,100,,,,,,,
44,41,25,-62.39,1,100,,,,,,,
44,17,25,-74.39,1,100,,,,,,,
44,40,25,-32.25,1,100,,,,,,,
44,5,25,-80.8,1,100,,,,,,,
44,34,25,-77.53,1,100,,,,,,,
44,31,25,-72.39,1,100,,,,,,,
44,11,25,-50.39,1,100,,,,,,,
44,45,25,-74.39,1,100,,,,,,,
44,19,25,-86.39,1,100,,,,,,,
44,16,25,-89.05,0.07,100,,,,,,,
44,20,25,-91,0.01,100,,,,,,,
45,11,25,-81.36,1,100,,,,,,,
45,31,25,-83.42,1,100,,,,,,,
45,41,25,-69.25,1,100,,,,,,,
45,44,25,-72.39,1,100,,,,,,,
45,17,25,-89.39,0.05,100,,,,,,,
45,5,25,-87.57,0.31,100,,,,,,,
45,40,25,-78.4,1,100,,,,,,,
45,36,25,-88.52,0.12,100,,,,,,,
46,1,25,-77.24,1,100,,,,,,,
46,30,25,-85.66,1,100,,,,,,,
46,26,25,-62.39,1,100,,,,,,,
46,5,25,-83.36,1,100,,,,,,,
46,47,25,-77.92,1,100,,,,,,,
46,19,25,-69.47,1,100,,,,,,,
46,31,25,-80.81,1,100,,,,,,,
46,16,25,-81.25,1,100,,,,,,,
47,31,25,-86.4,0.99,100,,,,,,,
47,6,25,-49.43,1,100,,,,,,,
47,19,25,-86.66,0.77,100,,,,,,,
47,5,25,-80.49,1,100,,,,,,,
47,1,25,-81.39,1,100,,,,,,,
47,15,25,-77.39,1,100,,,,,,,
47,26,25,-68.83,1,100,,,,,,,
47,46,25,-77.41,1,100,,,,,,,
47,30,25,-74.54,1,100,,,,,,,
47,22,25,-62.33,1,100,,,,,,,
47,14,25,-62.36,1,100,,,,,,,
47,2,25,-79.62,1,100,,,,,,,
47,43,25,-85.68,1,100,,,,,,,
47,21,25,-59.39,1,100,,,,,,,
47,13,25,-87.67,0.28,100,,,,,,,
48,20,25,-70.63,1,100,,,,,,,
48,17,25,-80.06,1,100,,,,,,,
48,28,25,-86.39,1,100,,,,,,,
48,12,25,-77.39,1,100,,,,,,,
48,18,25,-59.43,1,100,,,,,,,
48,11,25,-86.39,1,100,,,,,,,
48,0,25,-59.85,1,100,,,,,,,
48,35,25,-79.75,1,100,,,,,,,
49,37,25,-68.39,1,100,,,,,,,
49,12,25,-86.56,0.85,100,,,,,,,
49,33,25,-75.42,1,100,,,,,,,
49,13,25,-74.39,1,100,,,,,,,
49,43,25,-76.35,1,100,,,,,,,
49,28,25,-74.65,1,100,,,,,,,
0,28,26,-79.77,1,100,,,,,,,
0,48,26,-59.39,1,100,,,,,,,
0,18,26,-73.32,1,100,,,,,,,
0,35,26,-63.47,1,100,,,,,,,
0,42,26,-85.39,1,100,,,,,,,
0,12,26,-65.39,1,100,,,,,,,
0,20,26,-88.6,0.11,100,,,,,,,
1,26,26,-62.39,1,100,,,,,,,
1,47,26,-79.24,1,100,,,,,,,
1,30,26,-65.43,1,100,,,,,,,
1,46,26,-74.39,1,100,,,,,,,
1,22,26,-87.78,0.25,100,,,,,,,
2,21,26,-76.45,1,100,,,,,,,
2,47,26,-81.66,1,100,,,,,,,
2,27,26,-47.39,1,100,,,,,,,
2,15,26,-50.39,1,100,,,,,,,
2,24,26,-70.74,1,100,,,,,,,
2,3,26,-80.38,1,100,,,,,,,
2,32,26,-86.94,0.58,100,,,,,,,
3,27,26,-74.3,1,100,,,,,,,
3,4,26,-77.39,1,100,,,,,,,
3,2,26,-80.83,1,100,,,,,,,
3,24,26,-53.39,1,100,,,,,,,
3,32,26,-65.39,1,100,,,,,,,
3,9,26,-81.38,1,100,,,,,,,
4,24,26,-83.38,1,100,,,,,,,
4,9,26,-59.39,1,100,,,,,,,
4,23,26,-79.5,1,100,,,,,,,
4,3,26,-77.39,1,100,,,,,,,
4,32,26,-63.41,1,100,,,,,,,
5,41,26,-74.39,1,100,,,,,,,
5,26,26,-74.4,0.99,100,,,,,,,
5,19,26,-84.8,1,100,,,,,,,
5,44,26,-86.49,0.91,100,,,,,,,
5,45,26,-87.78,0.25,100,,,,,,,
5,31,26,-55.13,1,100,,,,,,,
5,40,26,-65.39,1,100,,,,,,,
5,46,26,-81.25,1,100,,,,,,,
5,22,26,-86.4,0.99,100,,,,,,,
5,30,26,-86.4,0.99,100,,,,,,,
5,47,26,-82.23,0.99,100,,,,,,,
5,34,26,-81.31,1,100,,,,,,,
5,16,26,-56.36,1,100,,,,,,,
6,33,26,-86.44,0.96,100,,,,,,,
6,47,26,-50.39,1,100,,,,,,,
6,21,26,-80.15,1,100,,,,,,,
6,13,26,-79.41,1,100,,,,,,,
6,14,26,-59.31,1,100,,,,,,,
6,43,26,-85.41,1,100,,,,,,,
6,22,26,-62.39,1,100,,,,,,,
6,26,26,-82.66,1,100,,,,,,,
6,5,26,-88.6,0.11,100,,,,,,,
6,30,26,-89.05,0.07,100,,,,,,,
7,44,26,-86.75,0.7,100,,,,,,,
7,35,26,-86.48,0.92,100,,,,,,,
7,48,26,-53.39,1,100,,,,,,,
7,17,26,-68.39,1,100,,,,,,,
7,0,26,-72.21,1,100,,,,,,,
7,18,26,-74.39,1,100,,,,,,,
7,20,26,-62.39,1,100,,,,,,,
7,11,26,-86.86,0.63,100,,,,,,,
7,40,26,-88.23,0.16,100,,,,,,,
8,29,26,-81,1,100,,,,,,,
8,38,26,-65.39,1,100,,,,,,,
8,25,26,-85.9,0.92,100,,,,,,,
8,10,26,-91,0.01,100,,,,,,,
9,23,26,-61.65,1,100,,,,,,,
9,24,26,-86.4,0.99,100,,,,,,,
9,3,26,-80.39,1,100,,,,,,,
9,4,26,-59.39,1,100,,,,,,,
9,32,26,-72.46,1,100,,,,,,,
10,25,26,-62.57,1,100,,,,,,,
10,39,26,-68.94,1,100,,,,,,,
10,29,26,-75.62,1,100,,,,,,,
10,8,26,-86.72,0.72,100,,,,,,,
10,36,26,-48.77,1,100,,,,,,,
11,17,26,-68.83,1,100,,,,,,,
11,20,26,-85.31,1,100,,,,,,,
11,44,26,-53.39,1,100,,,,,,,
11,41,26,-75.44,1,100,,,,,,,
11,40,26,-68.39,1,100,,,,,,,
11,48,26,-86.42,0.98,100,,,,,,,
11,45,26,-83.33,1,100,,,,,,,
11,31,26,-87.74,0.26,100,,,,,,,
12,48,26,-81.18,1,100,,,,,,,
12,28,26,-63.7,1,100,,,,,,,
12,0,26,-65.4,0.99,100,,,,,,,
12,42,26,-59.33,1,100,,,,,,,
12,35,26,-74.39,1,100,,,,,,,
12,37,26,-89.9,0.03,100,,,,,,,
13,21,26,-88.36,0.14,100,,,,,,,
13,33,26,-56.15,1,100,,,,,,,
13,14,26,-74.4,0.99,100,,,,,,,
13,43,26,-65.73,1,100,,,,,,,
13,6,26,-79.41,0.99,100,,,,,,,
13,49,26,-75.06,1,100,,,,,,,
14,21,26,-76.99,1,100,,,,,,,
14,43,26,-78.25,1,100,,,,,,,
14,6,26,-59.24,1,100,,,,,,,
14,33,26,-86.39,1,100,,,,,,,
14,13,26,-74.39,1,100,,,,,,,
14,47,26,-62.39,1,100,,,,,,,
14,22,26,-86.38,1,100,,,,,,,
15,47,26,-77.33,1,100,,,,,,,
15,21,26,-63.39,1,100,,,,,,,
15,24,26,-79.38,1,100,,,,,,,
15,2,26,-53.4,0.99,100,,,,,,,
15,27,26,-70.46,0.99,100,,,,,,,
15,22,26,-85.32,0.99,100,,,,,,,
16,5,26,-56.39,1,100,,,,,,,
16,31,26,-74.39,1,100,,,,,,,
16,46,26,-79.2,1,100,,,,,,,
16,40,26,-86.39,1,100,,,,,,,
16,19,26,-72.55,1,100,,,,,,,
16,26,26,-86.39,1,100,,,,,,,
17,44,26,-74.39,1,100,,,,,,,
17,45,26,-87.39,0.37,100,,,,,,,
17,20,26,-68.39,1,100,,,,,,,
17,48,26,-84.17,1,100,,,,,,,
17,41,26,-86.44,0.96,100,,,,,,,
17,11,26,-68.43,1,100,,,,,,,
17,40,26,-83.6,1,100,,,,,,,
18,35,26,-86.44,0.96,100,,,,,,,
18,48,26,-57.54,1,100,,,,,,,
18,0,26,-74.39,1,100,,,,,,,
18,20,26,-86.39,1,100,,,,,,,
19,26,26,-75.69,1,100,,,,,,,
19,44,26,-86.32,0.99,100,,,,,,,
19,5,26,-79.69,1,100,,,,,,,
19,46,26,-78.33,1,100,,,,,,,
19,16,26,-74.39,1,100,,,,,,,
19,40,26,-87.13,0.48,100,,,,,,,
19,47,26,-86.92,0.59,100,,,,,,,
20,44,26,-86.4,0.99,100,,,,,,,
20,48,26,-68.39,1,100,,,,,,,
20,17,26,-70.44,1,100,,,,,,,
20,11,26,-83.87,1,100,,,,,,,
20,18,26,-86.46,0.94,100,,,,,,,
20,0,26,-86.81,0.66,100,,,,,,,
20,40,26,-88.6,0.11,100,,,,,,,
21,47,26,-59.36,1,100,,,,,,,
21,27,26,-82.47,1,100,,,,,,,
21,26,26,-86.39,1,100,,,,,,,
21,2,26,-74.69,0.99,100,,,,,,,
21,22,26,-68.42,1,100,,,,,,,
21,13,26,-86.64,0.78,100,,,,,,,
21,6,26,-79.96,1,100,,,,,,,
21,24,26,-86.42,0.98,100,,,,,,,
21,14,26,-75.35,1,100,,,,,,,
21,15,26,-62.39,1,100,,,,,,,
21,1,26,-86.83,0.65,100,,,,,,,
22,5,26,-86.39,1,100,,,,,,,
22,21,26,-71.21,1,100,,,,,,,
22,26,26,-80.39,1,100,,,,,,,
22,30,26,-71.39,1,100,,,,,,,
22,15,26,-84.26,0.99,100,,,,,,,
22,6,26,-62.39,1,100,,,,,,,
22,14,26,-86.24,1,100,,,,,,,
22,47,26,-62.38,1,100,,,,,,,
22,46,26,-87.82,0.24,100,,,,,,,
22,1,26,-86.39,1,100,,,,,,,
23,4,26,-77.39,1,100,,,,,,,
23,9,26,-59.39,1,100,,,,,,,
23,32,26,-82.73,0.99,100,,,,,,,
24,2,26,-71.24,0.99,100,,,,,,,
24,15,26,-77.17,0.99,100,,,,,,,
24,3,26,-50.39,1,100,,,,,,,
24,27,26,-63.06,0.99,100,,,,,,,
24,4,26,-82.1,1,100,,,,,,,
24,9,26,-86.39,1,100,,,,,,,
24,32,26,-68.97,1,100,,,,,,,
24,21,26,-86.45,0.95,100,,,,,,,
25,36,26,-78.74,1,100,,,,,,,
25,39,26,-79.39,1,100,,,,,,,
25,8,26,-86.39,1,100,,,,,,,
25,29,26,-58.57,1,100,,,,,,,
25,10,26,-65.39,1,100,,,,,,,
26,30,26,-76.39,1,100,,,,,,,
26,1,26,-62.39,1,100,,,,,,,
26,21,26,-86.44,0.96,100,,,,,,,
26,22,26,-77.4,0.99,100,,,,,,,
26,19,26,-74.39,1,100,,,,,,,
26,6,26,-80.96,1,100,,,,,,,
26,31,26,-86.39,1,100,,,,,,,
26,16,26,-86.39,1,100,,,,,,,
26,46,26,-59.45,1,100,,,,,,,
26,5,26,-74.39,1,100,,,,,,,
26,47,26,-67.62,0.99,100,,,,,,,
26,40,26,-90.31,0.02,100,,,,,,,
27,24,26,-62.39,1,100,,,,,,,
27,15,26,-66.99,1,100,,,,,,,
27,3,26,-72.9,1,100,,,,,,,
27,32,26,-85.77,1,100,,,,,,,
27,2,26,-45.69,1,100,,,,,,,
27,21,26,-82.38,1,100,,,,,,,
28,49,26,-76.02,1,100,,,,,,,
28,37,26,-83.53,1,100,,,,,,,
28,48,26,-87.05,0.52,100,,,,,,,
28,12,26,-66.39,1,100,,,,,,,
28,35,26,-70.34,1,100,,,,,,,
28,42,26,-68.39,1,100,,,,,,,
28,0,26,-79.47,1,100,,,,,,,
29,10,26,-77.39,1,100,,,,,,,
29,25,26,-56.39,1,100,,,,,,,
29,8,26,-79.4,1,100,,,,,,,
29,39,26,-86.4,0.99,100,,,,,,,
29,36,26,-79.67,1,100,,,,,,,
30,19,26,-87.74,0.26,100,,,,,,,
30,1,26,-66.39,1,100,,,,,,,
30,22,26,-70.89,1,100,,,,,,,
30,46,26,-86.42,0.98,100,,,,,,,
30,26,26,-75.39,1,100,,,,,,,
30,47,26,-76.36,1,100,,,,,,,
30,5,26,-86.39,1,100,,,,,,,
31,19,26,-86.75,0.7,100,,,,,,,
31,45,26,-84.34,1,100,,,,,,,
31,16,26,-74.39,1,100,,,,,,,
31,26,26,-86.39,1,100,,,,,,,
31,40,26,-68.4,1,100,,,,,,,
31,34,26,-56.4,1,100,,,,,,,
31,41,26,-80.64,1,100,,,,,,,
31,44,26,-74.39,1,100,,,,,,,
31,5,26,-56.39,1,100,,,,,,,
31,46,26,-77.62,1,100,,,,,,,
31,22,26,-89.39,0.05,100,,,,,,,
31,47,26,-86.83,0.65,100,,,,,,,
31,11,26,-88.06,0.19,100,,,,,,,
32,2,26,-86.49,0.91,100,,,,,,,
32,27,26,-86.14,1,100,,,,,,,
32,4,26,-62.39,1,100,,,,,,,
32,24,26,-68.39,1,100,,,,,,,
32,3,26,-64.69,1,100,,,,,,,
32,9,26,-73.25,1,100,,,,,,,
32,23,26,-83.44,1,100,,,,,,,
33,13,26,-56.39,1,100,,,,,,,
33,14,26,-85.81,1,100,,,,,,,
33,49,26,-79.59,1,100,,,,,,,
33,43,26,-62.39,1,100,,,,,,,
33,37,26,-86.42,0.98,100,,,,,,,
34,31,26,-57.39,1,100,,,,,,,
34,41,26,-82.47,1,100,,,,,,,
34,44,26,-79.28,1,100,,,,,,,
34,40,26,-74.39,1,100,,,,,,,
34,5,26,-80.77,1,100,,,,,,,
34,16,26,-90.31,0.02,100,,,,,,,
