src,dst,channel,mean_rssi,pdr,tx_count,,,,,,,
20,18,14,-86.39,1,100,,,,,,,
20,44,14,-87.47,0.34,100,,,,,,,
20,48,14,-71.38,1,100,,,,,,,
20,17,14,-59.17,1,100,,,,,,,
21,6,14,-77.31,1,100,,,,,,,
21,22,14,-82.48,1,100,,,,,,,
21,14,14,-87.19,0.45,100,,,,,,,
21,2,14,-65.39,1,100,,,,,,,
21,1,14,-86.39,1,100,,,,,,,
21,24,14,-83.9,0.96,100,,,,,,,
21,30,14,-86.47,0.93,100,,,,,,,
21,5,14,-89.21,0.06,100,,,,,,,
21,15,14,-56.39,1,100,,,,,,,
21,47,14,-53.39,1,100,,,,,,,
21,46,14,-86.46,0.94,100,,,,,,,
21,26,14,-86.48,0.92,100,,,,,,,
21,27,14,-78.39,1,100,,,,,,,
22,6,14,-62.42,0.99,100,,,,,,,
22,14,14,-75.8,1,100,,,,,,,
22,15,14,-83.72,0.93,100,,,,,,,
22,30,14,-71.47,1,100,,,,,,,
22,21,14,-83.23,0.99,100,,,,,,,
22,1,14,-82.43,1,100,,,,,,,
22,31,14,-86.4,0.99,100,,,,,,,
22,5,14,-85.48,0.99,100,,,,,,,
22,46,14,-79.01,1,100,,,,,,,
22,2,14,-88.92,0.08,100,,,,,,,
22,26,14,-69.12,1,100,,,,,,,
22,47,14,-55.55,0.99,100,,,,,,,
23,4,14,-74.39,1,100,,,,,,,
23,9,14,-62.46,1,100,,,,,,,
23,32,14,-84.1,1,100,,,,,,,
23,3,14,-88.11,0.18,100,,,,,,,
24,15,14,-83.16,0.99,100,,,,,,,
24,21,14,-83.63,0.99,100,,,,,,,
24,3,14,-50.39,1,100,,,,,,,
24,4,14,-81.57,1,100,,,,,,,
24,32,14,-80.32,1,100,,,,,,,
24,27,14,-50.39,1,100,,,,,,,
24,2,14,-65.55,1,100,,,,,,,
25,29,14,-50.62,1,100,,,,,,,
25,8,14,-74.39,1,100,,,,,,,
25,36,14,-65.39,1,100,,,,,,,
25,10,14,-69.6,1,100,,,,,,,
25,39,14,-73.19,1,100,,,,,,,
25,38,14,-91,0.01,100,,,,,,,
26,6,14,-76.88,1,100,,,,,,,
26,19,14,-68.39,1,100,,,,,,,
26,1,14,-54.39,1,100,,,,,,,
26,31,14,-78.93,1,100,,,,,,,
26,47,14,-68.43,1,100,,,,,,,
26,5,14,-72.38,1,100,,,,,,,
26,46,14,-53.39,1,100,,,,,,,
26,14,14,-86.39,1,100,,,,,,,
26,30,14,-71.39,1,100,,,,,,,
26,22,14,-68.58,1,100,,,,,,,
27,47,14,-86.7,0.74,100,,,,,,,
27,21,14,-78.32,0.99,100,,,,,,,
27,32,14,-86.43,0.97,100,,,,,,,
27,15,14,-65.67,0.99,100,,,,,,,
27,24,14,-48.42,0.99,100,,,,,,,
27,2,14,-44.4,0.99,100,,,,,,,
28,37,14,-74.39,1,100,,,,,,,
28,49,14,-77.51,1,100,,,,,,,
28,35,14,-74.39,1,100,,,,,,,
28,48,14,-86.42,0.98,100,,,,,,,
28,42,14,-66.45,1,100,,,,,,,
28,12,14,-61.58,1,100,,,,,,,
28,0,14,-72.68,1,100,,,,,,,
28,33,14,-86.39,1,100,,,,,,,
29,10,14,-80.38,1,100,,,,,,,
29,25,14,-49.39,1,100,,,,,,,
29,8,14,-74.39,1,100,,,,,,,
29,38,14,-86.56,0.78,100,,,,,,,
29,36,14,-84.61,1,100,,,,,,,
29,39,14,-86.49,0.91,100,,,,,,,
30,47,14,-71.39,1,100,,,,,,,
30,26,14,-69.7,1,100,,,,,,,
30,22,14,-71.31,1,100,,,,,,,
30,46,14,-84.03,1,100,,,,,,,
30,1,14,-65.87,1,100,,,,,,,
30,21,14,-86.83,0.65,100,,,,,,,
30,6,14,-91,0.01,100,,,,,,,
31,19,14,-84.87,1,100,,,,,,,
31,45,14,-86.39,1,100,,,,,,,
31,46,14,-79.23,1,100,,,,,,,
31,34,14,-56.39,1,100,,,,,,,
31,40,14,-78.86,1,100,,,,,,,
31,16,14,-74.39,1,100,,,,,,,
31,47,14,-86.8,0.67,100,,,,,,,
31,26,14,-79.79,1,100,,,,,,,
31,11,14,-85.3,1,100,,,,,,,
31,41,14,-75.57,1,100,,,,,,,
31,44,14,-79.7,1,100,,,,,,,
31,22,14,-86.39,1,100,,,,,,,
31,5,14,-52.45,1,100,,,,,,,
32,27,14,-86.4,0.99,100,,,,,,,
32,24,14,-80.43,1,100,,,,,,,
32,4,14,-56.39,1,100,,,,,,,
32,23,14,-84.74,1,100,,,,,,,
32,3,14,-59.6,1,100,,,,,,,
32,9,14,-68.39,1,100,,,,,,,
33,28,14,-86.75,0.7,100,,,,,,,
33,43,14,-63.39,1,100,,,,,,,
33,37,14,-86.87,0.62,100,,,,,,,
33,6,14,-85.8,0.68,100,,,,,,,
33,13,14,-62.4,1,100,,,,,,,
33,14,14,-86.36,1,100,,,,,,,
33,12,14,-86.78,0.68,100,,,,,,,
33,49,14,-66.48,1,100,,,,,,,
34,44,14,-71.39,1,100,,,,,,,
34,41,14,-78.39,1,100,,,,,,,
34,40,14,-75.33,1,100,,,,,,,
34,5,14,-68.39,1,100,,,,,,,
34,31,14,-56.39,1,100,,,,,,,
35,12,14,-68.18,1,100,,,,,,,
35,0,14,-62.39,1,100,,,,,,,
35,48,14,-81,1,100,,,,,,,
35,28,14,-73.44,1,100,,,,,,,
35,18,14,-86.07,0.89,100,,,,,,,
36,10,14,-46.38,1,100,,,,,,,
36,45,14,-86.39,1,100,,,,,,,
36,39,14,-53.39,1,100,,,,,,,
36,25,14,-62.87,1,100,,,,,,,
36,29,14,-85.2,0.96,100,,,,,,,
37,12,14,-85.81,0.72,100,,,,,,,
37,33,14,-86.45,0.95,100,,,,,,,
37,49,14,-76.88,1,100,,,,,,,
37,42,14,-85.7,0.72,100,,,,,,,
37,28,14,-72.47,1,100,,,,,,,
38,8,14,-63.54,1,100,,,,,,,
38,29,14,-86.35,0.89,100,,,,,,,
39,25,14,-71.39,1,100,,,,,,,
39,36,14,-53.4,1,100,,,,,,,
39,10,14,-86.53,0.87,100,,,,,,,
39,45,14,-86.43,0.97,100,,,,,,,
40,17,14,-72.22,1,100,,,,,,,
40,19,14,-86.83,0.65,100,,,,,,,
40,31,14,-78.75,1,100,,,,,,,
40,46,14,-85.76,1,100,,,,,,,
40,45,14,-74.39,1,100,,,,,,,
40,34,14,-75.43,1,100,,,,,,,
40,11,14,-65.27,1,100,,,,,,,
40,16,14,-86.39,1,100,,,,,,,
40,41,14,-62.71,1,100,,,,,,,
40,5,14,-63.63,1,100,,,,,,,
40,44,14,-26.49,1,100,,,,,,,
41,45,14,-68.28,1,100,,,,,,,
41,40,14,-62.39,1,100,,,,,,,
41,17,14,-86.07,0.97,100,,,,,,,
41,44,14,-62.39,1,100,,,,,,,
41,46,14,-87.82,0.24,100,,,,,,,
41,34,14,-79,1,100,,,,,,,
41,31,14,-75.01,1,100,,,,,,,
41,11,14,-71.39,1,100,,,,,,,
41,5,14,-78.49,1,100,,,,,,,
42,35,14,-86.83,0.65,100,,,,,,,
42,48,14,-87.01,0.54,100,,,,,,,
42,0,14,-78.51,0.99,100,,,,,,,
42,12,14,-59.34,1,100,,,,,,,
42,28,14,-65.39,1,100,,,,,,,
42,37,14,-86.36,0.95,100,,,,,,,
43,47,14,-78.52,0.99,100,,,,,,,
43,49,14,-77.19,1,100,,,,,,,
43,13,14,-41.39,1,100,,,,,,,
43,6,14,-86.07,0.83,100,,,,,,,
43,33,14,-62.93,1,100,,,,,,,
43,14,14,-66.87,1,100,,,,,,,
44,31,14,-80.8,1,100,,,,,,,
44,17,14,-66.45,1,100,,,,,,,
44,40,14,-26.39,1,100,,,,,,,
44,11,14,-56.39,1,100,,,,,,,
44,34,14,-71.39,1,100,,,,,,,
44,5,14,-74.39,1,100,,,,,,,
44,20,14,-87.42,0.36,100,,,,,,,
44,45,14,-68.41,1,100,,,,,,,
44,41,14,-62.39,1,100,,,,,,,
44,19,14,-86.39,1,100,,,,,,,
44,48,14,-88.7,0.1,100,,,,,,,
44,16,14,-89.05,0.07,100,,,,,,,
45,41,14,-68.38,1,100,,,,,,,
45,39,14,-86.39,1,100,,,,,,,
45,40,14,-74.39,1,100,,,,,,,
45,36,14,-85.39,1,100,,,,,,,
45,17,14,-87.7,0.27,100,,,,,,,
45,31,14,-85.9,1,100,,,,,,,
45,11,14,-79.37,1,100,,,,,,,
45,5,14,-84.97,1,100,,,,,,,
45,44,14,-68.39,1,100,,,,,,,
46,31,14,-80.56,1,100,,,,,,,
46,1,14,-84.84,1,100,,,,,,,
46,19,14,-59.39,1,100,,,,,,,
46,22,14,-80.3,1,100,,,,,,,
46,40,14,-86.43,0.97,100,,,,,,,
46,30,14,-85.38,1,100,,,,,,,
46,5,14,-71.39,1,100,,,,,,,
46,41,14,-87.86,0.23,100,,,,,,,
46,26,14,-56.19,1,100,,,,,,,
46,47,14,-77.55,1,100,,,,,,,
46,16,14,-77.84,1,100,,,,,,,
46,21,14,-87.74,0.26,100,,,,,,,
47,43,14,-78.95,1,100,,,,,,,
47,30,14,-73.38,1,100,,,,,,,
47,14,14,-62.39,1,100,,,,,,,
47,1,14,-82.37,1,100,,,,,,,
47,2,14,-84.75,0.67,100,,,,,,,
47,5,14,-74.39,1,100,,,,,,,
47,15,14,-74.39,0.99,100,,,,,,,
47,26,14,-68.86,1,100,,,,,,,
47,31,14,-86.39,1,100,,,,,,,
47,6,14,-46.92,1,100,,,,,,,
47,27,14,-86.48,0.92,100,,,,,,,
47,21,14,-53.4,0.99,100,,,,,,,
47,46,14,-77.36,1,100,,,,,,,
47,22,14,-55.27,1,100,,,,,,,
48,35,14,-80.28,0.66,100,,,,,,,
48,20,14,-71.39,1,100,,,,,,,
48,12,14,-75.82,0.66,100,,,,,,,
48,18,14,-55.54,1,100,,,,,,,
48,28,14,-86.87,0.62,100,,,,,,,
48,17,14,-77.34,1,100,,,,,,,
48,0,14,-65.41,1,100,,,,,,,
48,44,14,-88.92,0.08,100,,,,,,,
49,13,14,-80.52,1,100,,,,,,,
49,37,14,-76.55,1,100,,,,,,,
49,43,14,-76.66,1,100,,,,,,,
49,12,14,-83.28,0.66,100,,,,,,,
49,28,14,-77.67,1,100,,,,,,,
49,33,14,-67.51,1,100,,,,,,,
0,20,15,-87.5,0.33,100,,,,,,,
0,42,15,-77.33,1,100,,,,,,,
0,12,15,-69.25,1,100,,,,,,,
0,28,15,-71.77,1,100,,,,,,,
0,48,15,-68.34,1,100,,,,,,,
0,35,15,-62.39,1,100,,,,,,,
0,18,15,-71.39,1,100,,,,,,,
1,5,15,-84.31,1,100,,,,,,,
1,6,15,-86.48,0.92,100,,,,,,,
1,46,15,-85.41,1,100,,,,,,,
1,47,15,-84.5,1,100,,,,,,,
1,21,15,-86.39,1,100,,,,,,,
1,30,15,-68.39,1,100,,,,,,,
1,19,15,-87.09,0.5,100,,,,,,,
1,26,15,-56.39,1,100,,,,,,,
1,22,15,-82.3,1,100,,,,,,,
1,14,15,-86.46,0.94,100,,,,,,,
2,3,15,-85.09,1,100,,,,,,,
2,21,15,-65.39,1,100,,,,,,,
2,47,15,-86.34,1,100,,,,,,,
2,15,15,-50.39,1,100,,,,,,,
2,24,15,-65.64,0.99,100,,,,,,,
2,27,15,-47.39,1,100,,,,,,,
3,2,15,-85.41,1,100,,,,,,,
3,4,15,-79.42,1,100,,,,,,,
3,9,15,-82.78,1,100,,,,,,,
3,32,15,-58.83,1,100,,,,,,,
3,15,15,-86.66,0.77,100,,,,,,,
3,24,15,-50.39,1,100,,,,,,,
3,27,15,-84.07,1,100,,,,,,,
3,23,15,-86.4,0.99,100,,,,,,,
4,24,15,-83.73,0.99,100,,,,,,,
4,23,15,-70.54,1,100,,,,,,,
4,3,15,-79.51,1,100,,,,,,,
4,9,15,-45.43,1,100,,,,,,,
4,32,15,-56.39,1,100,,,,,,,
5,47,15,-74.4,1,100,,,,,,,
5,41,15,-81.39,1,100,,,,,,,
5,34,15,-68.86,1,100,,,,,,,
5,45,15,-86.39,1,100,,,,,,,
5,26,15,-71.39,1,100,,,,,,,
5,40,15,-66.84,1,100,,,,,,,
5,16,15,-50.39,1,100,,,,,,,
5,44,15,-74.39,1,100,,,,,,,
5,22,15,-84.46,1,100,,,,,,,
5,11,15,-83.36,1,100,,,,,,,
5,1,15,-85.75,1,100,,,,,,,
5,6,15,-85.36,1,100,,,,,,,
5,46,15,-73.82,1,100,,,,,,,
5,31,15,-53.18,1,100,,,,,,,
5,19,15,-65.39,1,100,,,,,,,
6,13,15,-80.65,1,100,,,,,,,
6,5,15,-85.4,1,100,,,,,,,
6,47,15,-48.67,1,100,,,,,,,
6,30,15,-86.43,0.97,100,,,,,,,
6,21,15,-77.33,1,100,,,,,,,
6,1,15,-86.4,0.99,100,,,,,,,
6,22,15,-65.39,1,100,,,,,,,
6,33,15,-86.39,1,100,,,,,,,
6,14,15,-62.39,1,100,,,,,,,
6,26,15,-78.31,1,100,,,,,,,
6,15,15,-89.61,0.04,100,,,,,,,
6,43,15,-89.39,0.05,100,,,,,,,
7,48,15,-44.39,1,100,,,,,,,
7,18,15,-71.28,1,100,,,,,,,
7,0,15,-64.21,1,100,,,,,,,
7,17,15,-71.4,1,100,,,,,,,
7,20,15,-58.78,1,100,,,,,,,
7,44,15,-86.39,1,100,,,,,,,
7,11,15,-85.86,1,100,,,,,,,
7,12,15,-88.92,0.08,100,,,,,,,
8,25,15,-76.54,1,100,,,,,,,
8,38,15,-68.39,1,100,,,,,,,
8,29,15,-77.39,1,100,,,,,,,
9,23,15,-62.39,1,100,,,,,,,
9,32,15,-69.97,1,100,,,,,,,
9,3,15,-81.51,1,100,,,,,,,
9,4,15,-44.39,1,100,,,,,,,
10,39,15,-74.41,1,100,,,,,,,
10,36,15,-45.41,1,100,,,,,,,
10,29,15,-82.77,1,100,,,,,,,
10,25,15,-76.27,1,100,,,,,,,
11,44,15,-56.39,1,100,,,,,,,
11,41,15,-73.78,1,100,,,,,,,
11,31,15,-86.39,1,100,,,,,,,
11,5,15,-83.41,1,100,,,,,,,
11,40,15,-65.39,1,100,,,,,,,
11,48,15,-86.48,0.92,100,,,,,,,
11,45,15,-79.39,1,100,,,,,,,
11,17,15,-71.44,1,100,,,,,,,
11,20,15,-86.47,0.93,100,,,,,,,
12,0,15,-70.45,1,100,,,,,,,
12,28,15,-61.3,1,100,,,,,,,
12,37,15,-86.39,1,100,,,,,,,
12,49,15,-85.42,1,100,,,,,,,
12,33,15,-86.39,1,100,,,,,,,
12,35,15,-68.39,1,100,,,,,,,
12,48,15,-78.15,1,100,,,,,,,
12,18,15,-85.44,1,100,,,,,,,
12,42,15,-59.39,1,100,,,,,,,
13,6,15,-81.27,0.99,100,,,,,,,
13,14,15,-74.4,0.99,100,,,,,,,
13,33,15,-67.21,1,100,,,,,,,
13,43,15,-41.39,1,100,,,,,,,
13,49,15,-79.59,1,100,,,,,,,
14,22,15,-77.39,1,100,,,,,,,
14,13,15,-74.39,1,100,,,,,,,
14,26,15,-86.39,1,100,,,,,,,
14,6,15,-62.39,1,100,,,,,,,
14,21,15,-85.58,1,100,,,,,,,
14,30,15,-86.94,0.58,100,,,,,,,
14,1,15,-86.4,0.99,100,,,,,,,
14,43,15,-73.18,1,100,,,,,,,
14,47,15,-62.39,1,100,,,,,,,
14,33,15,-86.27,1,100,,,,,,,
14,46,15,-88.44,0.13,100,,,,,,,
14,49,15,-90.31,0.02,100,,,,,,,
15,22,15,-84.06,1,100,,,,,,,
15,27,15,-68.38,1,100,,,,,,,
15,3,15,-86.45,0.95,100,,,,,,,
15,2,15,-53.39,1,100,,,,,,,
15,47,15,-74.82,1,100,,,,,,,
15,21,15,-59.39,1,100,,,,,,,
15,24,15,-82.47,1,100,,,,,,,
16,26,15,-88.29,0.15,100,,,,,,,
16,5,15,-51.58,1,100,,,,,,,
16,40,15,-86.06,1,100,,,,,,,
16,31,15,-72.02,1,100,,,,,,,
16,19,15,-75.4,1,100,,,,,,,
16,46,15,-76.14,1,100,,,,,,,
17,41,15,-86.39,1,100,,,,,,,
17,11,15,-71.39,1,100,,,,,,,
17,48,15,-81.84,1,100,,,,,,,
17,45,15,-86.39,1,100,,,,,,,
17,40,15,-74.39,1,100,,,,,,,
17,20,15,-59.39,1,100,,,,,,,
17,44,15,-66.65,1,100,,,,,,,
18,48,15,-55.63,1,100,,,,,,,
18,35,15,-85.41,1,100,,,,,,,
18,20,15,-86.39,1,100,,,,,,,
18,0,15,-71.39,1,100,,,,,,,
18,12,15,-84.56,1,100,,,,,,,
19,16,15,-75.38,1,100,,,,,,,
19,44,15,-87.24,0.43,100,,,,,,,
19,5,15,-65.39,1,100,,,,,,,
19,1,15,-86.89,0.61,100,,,,,,,
19,46,15,-59.39,1,100,,,,,,,
19,31,15,-85.4,1,100,,,,,,,
19,26,15,-68.47,1,100,,,,,,,
20,17,15,-59.39,1,100,,,,,,,
20,44,15,-86.39,1,100,,,,,,,
20,18,15,-86.39,1,100,,,,,,,
20,11,15,-86.4,0.99,100,,,,,,,
20,48,15,-74.47,1,100,,,,,,,
20,0,15,-87.74,0.26,100,,,,,,,
21,22,15,-80.21,1,100,,,,,,,
21,24,15,-83.76,0.99,100,,,,,,,
21,27,15,-79.24,0.99,100,,,,,,,
21,15,15,-56.45,1,100,,,,,,,
21,14,15,-85.22,1,100,,,,,,,
21,6,15,-75.51,1,100,,,,,,,
21,30,15,-86.39,1,100,,,,,,,
21,47,15,-55.4,1,100,,,,,,,
21,1,15,-86.39,1,100,,,,,,,
21,2,15,-65.4,0.99,100,,,,,,,
21,46,15,-86.4,0.99,100,,,,,,,
21,13,15,-88.44,0.13,100,,,,,,,
21,5,15,-88.7,0.1,100,,,,,,,
22,31,15,-86.39,1,100,,,,,,,
22,21,15,-80.86,1,100,,,,,,,
22,30,15,-74.39,1,100,,,,,,,
22,46,15,-79.36,1,100,,,,,,,
22,26,15,-71.39,1,100,,,,,,,
22,15,15,-82.59,0.99,100,,,,,,,
22,6,15,-65.39,1,100,,,,,,,
22,1,15,-83.41,1,100,,,,,,,
22,47,15,-53.39,1,100,,,,,,,
22,5,15,-84.38,1,100,,,,,,,
22,14,15,-77.39,1,100,,,,,,,
23,3,15,-86.4,0.99,100,,,,,,,
23,32,15,-81.07,1,100,,,,,,,
23,9,15,-62.39,1,100,,,,,,,
23,4,15,-70.28,1,100,,,,,,,
24,15,15,-80.39,1,100,,,,,,,
24,32,15,-80.77,1,100,,,,,,,
24,3,15,-50.39,1,100,,,,,,,
24,4,15,-81.91,1,100,,,,,,,
24,21,15,-83.57,1,100,,,,,,,
24,2,15,-65.65,1,100,,,,,,,
24,27,15,-49.38,1,100,,,,,,,
25,29,15,-50.39,1,100,,,,,,,
25,36,15,-68.25,1,100,,,,,,,
25,8,15,-77.03,1,100,,,,,,,
25,10,15,-77.39,1,100,,,,,,,
25,39,15,-72.63,1,100,,,,,,,
26,31,15,-77.39,1,100,,,,,,,
26,30,15,-71.39,1,100,,,,,,,
26,14,15,-86.4,0.99,100,,,,,,,
26,5,15,-71.87,1,100,,,,,,,
26,1,15,-55.69,1,100,,,,,,,
26,16,15,-86.39,1,100,,,,,,,
26,6,15,-77.39,1,100,,,,,,,
26,46,15,-53.39,1,100,,,,,,,
26,47,15,-66.68,1,100,,,,,,,
26,19,15,-68.39,1,100,,,,,,,
26,22,15,-71.34,1,100,,,,,,,
27,32,15,-87.05,0.52,100,,,,,,,
27,3,15,-82.42,0.99,100,,,,,,,
27,21,15,-78.47,1,100,,,,,,,
27,24,15,-47.4,0.99,100,,,,,,,
27,47,15,-86.4,0.99,100,,,,,,,
27,15,15,-65.39,1,100,,,,,,,
27,2,15,-45.47,0.99,100,,,,,,,
28,49,15,-77.49,1,100,,,,,,,
28,35,15,-74.39,1,100,,,,,,,
28,42,15,-66.09,1,100,,,,,,,
28,48,15,-86.39,1,100,,,,,,,
28,12,15,-61.48,1,100,,,,,,,
28,0,15,-74.39,1,100,,,,,,,
28,33,15,-86.42,0.98,100,,,,,,,
28,37,15,-74.45,1,100,,,,,,,
29,36,15,-86.57,0.84,100,,,,,,,
29,38,15,-86.72,0.72,100,,,,,,,
29,8,15,-76.59,1,100,,,,,,,
29,10,15,-83.3,1,100,,,,,,,
29,25,15,-48.09,1,100,,,,,,,
30,26,15,-69.54,1,100,,,,,,,
30,22,15,-73.95,1,100,,,,,,,
30,1,15,-67.93,1,100,,,,,,,
30,46,15,-84.39,1,100,,,,,,,
30,47,15,-70.47,1,100,,,,,,,
30,6,15,-86.63,0.79,100,,,,,,,
30,14,15,-86.81,0.66,100,,,,,,,
30,16,15,-87.63,0.29,100,,,,,,,
30,21,15,-86.42,0.98,100,,,,,,,
31,16,15,-74.39,1,100,,,,,,,
31,45,15,-86.39,1,100,,,,,,,
31,26,15,-77.66,1,100,,,,,,,
31,47,15,-86.4,0.99,100,,,,,,,
31,11,15,-86.39,1,100,,,,,,,
31,44,15,-80.24,1,100,,,,,,,
31,40,15,-78.41,1,100,,,,,,,
31,22,15,-86.42,0.98,100,,,,,,,
31,19,15,-85.4,1,100,,,,,,,
31,46,15,-77.39,1,100,,,,,,,
31,34,15,-56.39,1,100,,,,,,,
31,41,15,-75.92,1,100,,,,,,,
31,5,15,-53.39,1,100,,,,,,,
32,27,15,-86.48,0.92,100,,,,,,,
32,3,15,-57.34,1,100,,,,,,,
32,23,15,-81.86,1,100,,,,,,,
32,9,15,-69.11,1,100,,,,,,,
32,4,15,-56.39,1,100,,,,,,,
32,24,15,-81,0.99,100,,,,,,,
33,49,15,-68.4,1,100,,,,,,,
33,6,15,-85.88,1,100,,,,,,,
33,28,15,-86.39,1,100,,,,,,,
33,12,15,-86.39,1,100,,,,,,,
33,14,15,-85.69,1,100,,,,,,,
33,43,15,-64.39,1,100,,,,,,,
33,13,15,-66.21,1,100,,,,,,,
34,41,15,-78.33,1,100,,,,,,,
34,31,15,-56.39,1,100,,,,,,,
34,40,15,-75.69,1,100,,,,,,,
34,44,15,-71.39,1,100,,,,,,,
34,5,15,-70.38,1,100,,,,,,,
35,42,15,-86.47,0.93,100,,,,,,,
35,18,15,-86.21,1,100,,,,,,,
35,0,15,-62.39,1,100,,,,,,,
35,12,15,-68.39,1,100,,,,,,,
35,28,15,-74.39,1,100,,,,,,,
35,48,15,-79.39,1,100,,,,,,,
36,45,15,-86.39,1,100,,,,,,,
36,10,15,-45.72,1,100,,,,,,,
36,39,15,-53.93,1,100,,,,,,,
36,29,15,-86.77,0.69,100,,,,,,,
36,25,15,-65.39,1,100,,,,,,,
37,12,15,-85.43,1,100,,,,,,,
37,42,15,-85.89,1,100,,,,,,,
37,49,15,-79.77,1,100,,,,,,,
37,28,15,-74.52,1,100,,,,,,,
38,8,15,-67.86,1,100,,,,,,,
38,29,15,-87.01,0.54,100,,,,,,,
39,25,15,-71.39,1,100,,,,,,,
39,36,15,-54.49,1,100,,,,,,,
39,45,15,-86.39,1,100,,,,,,,
39,10,15,-75.34,1,100,,,,,,,
40,19,15,-88.52,0.12,100,,,,,,,
40,46,15,-86.39,1,100,,,,,,,
40,31,15,-78.41,1,100,,,,,,,
40,17,15,-73.42,1,100,,,,,,,
40,5,15,-67.27,1,100,,,,,,,
40,11,15,-63.95,1,100,,,,,,,
40,41,15,-65.39,1,100,,,,,,,
40,44,15,-26.55,1,100,,,,,,,
40,34,15,-76.39,1,100,,,,,,,
40,16,15,-86.34,1,100,,,,,,,
40,45,15,-74.52,1,100,,,,,,,
41,31,15,-75.43,1,100,,,,,,,
41,46,15,-86.99,0.55,100,,,,,,,
41,5,15,-81.37,1,100,,,,,,,
41,34,15,-78.55,1,100,,,,,,,
41,11,15,-71.39,1,100,,,,,,,
41,40,15,-65.39,1,100,,,,,,,
41,17,15,-86.44,0.96,100,,,,,,,
41,44,15,-61.33,1,100,,,,,,,
41,45,15,-68.39,1,100,,,,,,,
42,0,15,-77.39,1,100,,,,,,,
42,35,15,-86.42,0.98,100,,,,,,,
42,28,15,-65.39,1,100,,,,,,,
42,37,15,-86.39,1,100,,,,,,,
42,12,15,-59.38,1,100,,,,,,,
42,18,15,-90.31,0.02,100,,,,,,,
43,47,15,-77.77,1,100,,,,,,,
43,13,15,-41.39,1,100,,,,,,,
43,6,15,-86.57,0.84,100,,,,,,,
43,14,15,-73.17,0.99,100,,,,,,,
43,49,15,-77.34,1,100,,,,,,,
43,33,15,-64.09,1,100,,,,,,,
44,40,15,-26.39,1,100,,,,,,,
44,5,15,-74.39,1,100,,,,,,,
44,20,15,-86.4,0.99,100,,,,,,,
44,31,15,-80.75,1,100,,,,,,,
44,45,15,-73.75,1,100,,,,,,,
44,19,15,-86.66,0.77,100,,,,,,,
44,34,15,-71.39,1,100,,,,,,,
44,41,15,-61.43,1,100,,,,,,,
44,11,15,-56.39,1,100,,,,,,,
44,17,15,-66.68,1,100,,,,,,,
44,46,15,-90.31,0.02,100,,,,,,,
45,5,15,-86.24,1,100,,,,,,,
45,36,15,-86.39,1,100,,,,,,,
45,44,15,-71.39,1,100,,,,,,,
45,40,15,-74.39,1,100,,,,,,,
45,31,15,-86.11,1,100,,,,,,,
45,39,15,-84.9,1,100,,,,,,,
45,11,15,-77.39,1,100,,,,,,,
45,17,15,-86.38,0.98,100,,,,,,,
45,41,15,-68.39,1,100,,,,,,,
46,40,15,-86.42,0.98,100,,,,,,,
46,47,15,-81.2,1,100,,,,,,,
46,5,15,-74.39,1,100,,,,,,,
46,16,15,-77.39,1,100,,,,,,,
46,30,15,-85.81,1,100,,,,,,,
46,26,15,-56.39,1,100,,,,,,,
46,21,15,-86.42,0.98,100,,,,,,,
46,31,15,-78.38,1,100,,,,,,,
46,22,15,-80.38,1,100,,,,,,,
46,1,15,-86.39,1,100,,,,,,,
46,19,15,-59.39,1,100,,,,,,,
46,14,15,-89.39,0.05,100,,,,,,,
47,15,15,-74.39,1,100,,,,,,,
47,26,15,-68.39,1,100,,,,,,,
47,21,15,-55.85,1,100,,,,,,,
47,22,15,-53.39,1,100,,,,,,,
47,6,15,-47.4,1,100,,,,,,,
47,46,15,-80.28,1,100,,,,,,,
47,30,15,-71.39,1,100,,,,,,,
47,31,15,-86.39,1,100,,,,,,,
47,1,15,-86.13,1,100,,,,,,,
47,14,15,-62.39,1,100,,,,,,,
47,43,15,-78.3,1,100,,,,,,,
47,2,15,-86.37,0.99,100,,,,,,,
47,5,15,-74.39,1,100,,,,,,,
47,27,15,-86.39,1,100,,,,,,,
48,18,15,-54.38,1,100,,,,,,,
48,20,15,-75.04,1,100,,,,,,,
48,11,15,-86.39,1,100,,,,,,,
48,42,15,-86.74,0.71,100,,,,,,,
48,35,15,-77.43,1,100,,,,,,,
48,28,15,-86.39,1,100,,,,,,,
48,17,15,-80.13,1,100,,,,,,,
48,0,15,-68.43,1,100,,,,,,,
48,12,15,-77.88,1,100,,,,,,,
49,43,15,-76.88,1,100,,,,,,,
49,12,15,-84.42,1,100,,,,,,,
49,14,15,-86.96,0.57,100,,,,,,,
49,28,15,-77.46,1,100,,,,,,,
49,37,15,-79.77,1,100,,,,,,,
49,13,15,-78.39,1,100,,,,,,,
49,33,15,-68.51,1,100,,,,,,,
49,42,15,-88.7,0.1,100,,,,,,,
49,0,15,-91,0.01,100,,,,,,,
0,35,16,-60.54,1,100,,,,,,,
0,42,16,-77.39,1,100,,,,,,,
0,18,16,-68.61,1,100,,,,,,,
0,48,16,-66.07,1,100,,,,,,,
0,28,16,-71.9,1,100,,,,,,,
0,12,16,-66.75,1,100,,,,,,,
1,6,16,-86.45,0.95,100,,,,,,,
1,30,16,-69.19,1,100,,,,,,,
1,47,16,-86.03,1,100,,,,,,,
1,22,16,-83.22,1,100,,,,,,,
